movie_id,name,year,genre,director_id,actor1,actor2
5910,Acting on Intuition,2003,Comedy-Drama-Short,7158,46597,77643,
5917,Acting: Lee Strasberg and the Actors Studio,1981,Documentary,41663,78470,317079,
5923,Action de corps exclu,1983,Action-Short,11392,51433,71241,
5923,Action de corps exclu,1983,Action-Short,38670,51433,71241,
5936,Action Jackson,1988,Action-Comedy,5455,29593,35909,
5940,Action Nitsch-Journiac,1989,Action-Short,54455,234674,346255,
5945,Action Replay,1989,Comedy,35493,146905,402547,
5960,Action U.S.A.,1989,Action,76316,22015,32701,
5961,Action vrit,1994,Short,60033,42877,364416,
5969,Active Eight,1997,Comedy-Mystery,53876,128551,145532,
5972,Active Stealth,1999,Action-Adventure-Crime-War,65512,862,25018,
5980,Acto en cuestin El,1994,Drama,621,65483,268718,
6001,Actors Anonymous: The Truth Behind the Dream,2003,Documentary,35391,127428,330054,
6002,Actors in War,2004,Documentary-War,25666,11822,126407,
6005,Actors The,2003,Comedy-Crime,52510,46614,68424,
6008,Actos de violencia,1991,Action,50701,134335,161408,
6010,Actress,1999,Documentary,87467,533723,564805,
6023,Acts of Betrayal,1997,Action-Thriller,23191,56106,118663,
6029,Acts of Violence,1985,Crime-Documentary,35401,56494,88426,
6030,Acts of Worship,2001,Drama,67420,91413,236620,
6061,Acstico MTV: Capital Inicial,2000,Music,12143,93319,177445,
6062,Acstico MTV: Charlie Brown Jr.,2003,Music,3254,59623,80545,
6063,Acstico MTV: Cidade Negra,2002,Music,59821,43272,164908,
6065,Acstico MTV: Kid Abelha,2002,Music,3254,156142,223504,
6071,Ad Fundum,1993,Drama,81885,40712,42654,
6073,Ad libitum 1. Angliyski duet alla turca,2000,Short,20460,631820,671468,
6074,Ad libitum 2. Rechitativ na zavistnika,2000,Short,20460,123009,177234,
6075,Ad libitum 3. Balada za dvama priyateli i gayda,2000,Short,20460,180032,237836,
6076,Ad libitum 4. Variatzii na graf dyo Burbulon,2000,Short,20460,260384,371911,
6078,Ad ovest di Paperino,1982,Comedy,6370,37891,37900,
6079,AD Police Files,1990,Animation-Sci-Fi,36498,734,162358,
6079,AD Police Files,1990,Animation-Sci-Fi,58036,734,162358,
6082,Ad Sof Halaylah,1985,Drama,30312,2600,111207,
6085,Ad ili dosie na samogo sebya,1989,Drama,5787,36034,251531,
6088,Ada,1988,Romance,21780,7537,21695,
6089,Ada apa dengan cinta?,2002,Drama-Romance,74764,2818,58768,
6093,Ada sait pas dire non,1995,Short,60175,58272,67182,
6097,Adada,1987,Drama,36564,272019,362736,
6106,Adagio van de nachtegaal,1995,Drama-Short,33762,487611,820861,
6117,Adam & Eva,1997,Comedy-Drama-Romance,34000,7450,43090,
6117,Adam & Eva,1997,Comedy-Drama-Romance,35047,7450,43090,
6118,Adam & Eva,2003,Comedy-Romance,32451,34676,40913,
6119,Adam & Eve,2002,Drama-Romance,56310,89120,89587,
6121,Adam & Evil,2004,Horror,81939,16995,30157,
6122,Adam & Paul,2004,Comedy-Drama,197,72375,72949,
6123,Adam & Steve,2004,Comedy-Romance,13960,83715,171368,
6125,Adam,1983,Drama,80665,2399,25926,
6133,Adam a Eva 2001,2001,Romance-Short,32832,257165,258808,
6139,Adam and Eve,2004,Comedy-Romance,39402,127407,133625,
6148,Adam and Steve,2000,Drama-Short,13726,392256,740964,
6152,Adam barfi,1995,Comedy-Drama,54135,623,16329,
6163,Adam Hart i Sahara,1990,Adventure-Fantasy-Mystery-Short,4568,39625,122228,
6170,Adam Meets Eve,2005,Drama,10910,10568,31906,
6177,Adam Sandler Goes to Hell,2001,Documentary-Short,71532,38200,38506,
6185,Adam zhenitsya na Yeve,1980,Comedy,79557,170821,237757,
6187,Adam's Apocalypse,2003,Thriller,7912,46195,154157,
6187,Adam's Apocalypse,2003,Thriller,7914,46195,154157,
6190,Adam's Autumn,2002,Drama,22549,656,5044,
6200,Adam: His Song Continues,1986,Drama,50476,8522,99184,
6201,Adama Hamah,1984,Drama,2270,36230,179667,
6205,Adamianta sevda,1984,Comedy,14264,147848,150636,
6209,Adamo ed Eva la prima storia d'amore,1983,Adventure-Romance,20836,6082,12171,
6209,Adamo ed Eva la prima storia d'amore,1983,Adventure-Romance,68878,6082,12171,
6210,Adams bler,2005,Comedy,37838,58295,241923,
6211,Adamski,1994,Comedy-Romance,5670,56462,258330,
6217,Adanggaman,2000,Drama,48715,24015,41806,
6219,Adaptation.,2002,Comedy-Drama,38538,1812,33287,
6232,Adavallu Aligithe,1983,Comedy-Drama,82315,80888,188755,
6233,Adavi Chukka,2000,Action-Drama,17910,174450,228392,
6235,Adavi Donga,1985,Action-Family,64798,80125,84721,
6238,Adavi Simhalu,1983,Action-Drama,64798,171581,174450,
6243,Add & Mabel's Punkin Center,1984,Short,10969,184734,639671,
6243,Add & Mabel's Punkin Center,1984,Short,39378,184734,639671,
6247,Addams Family Reunion,1998,Comedy-Family-Fantasy,61322,20380,34372,
6248,Addams Family Values,1993,Comedy-Fantasy-Horror,75022,916,34112,
6249,Addams Family The,1991,Comedy,75022,11856,21685,
6251,Added Attractions: The Hollywood Shorts Story,2002,Documentary,30557,13156,27594,
6254,Addict,2002,Short,72069,36315,98973,
6259,Addicted to His Love,1988,Comedy,71963,18452,51490,
6262,Addicted to Love,1997,Comedy-Romance,21661,36359,45068,
6264,Addicted to Murder,1995,Horror,46993,33611,155323,
6265,Addicted to Murder 3: Blood Lust,2000,Horror,46993,255500,256827,
6266,Addicted to Murder: Tainted Blood,1998,Horror,46993,69412,182982,
6269,Addiction,2003,Thriller,80678,49695,68243,
6302,Addition L',1984,Drama-Thriller,1651,16897,40238,
6312,Adela,1987,Thriller,4171,188288,188292,
6313,Adela,2000,Thriller,53591,883,1094,
6320,Adelfi mou... agapi mou,1986,Comedy-Drama,32871,153537,157302,
6325,Adelfos mou kai Ego O,1998,Drama,42068,63970,171012,
6331,Adelmo,1988,Drama,55591,49756,105171,
6338,Aderyn Papur... and Pigs Might Fly,1984,Comedy-Drama,5491,233265,233617,
6342,Adeul nala,1991,Drama,4441,85184,140119,
6343,Adeulgwa yeonin,1992,Drama-Romance,38077,271826,362600,
6345,Adeus Princesa,1994,Drama,60207,19044,50069,
6347,Adeus Pai,1996,Drama,67267,1047,144928,
6349,Adexios erastis,1984,Drama,74179,221385,222414,
6357,Adharvam,1989,Adventure-Fantasy-Thriller,38608,191187,234426,
6364,Adhikar,1986,Drama-Romance,14187,10914,118908,
6364,Adhikar,1986,Drama-Romance,69228,10914,118908,
6380,Adi Shankaracharya,1983,Drama,37060,24767,25749,
6381,Adi Vasfiye,1985,Drama,87330,16463,132184,
6384,Adieu - Zone interdite L',2003,Drama,48148,3116,22128,
6385,Adieu au pirate L',2003,Short,45326,193675,303802,
6389,Adieu Bonaparte,1985,Drama-War,13260,79352,86761,
6390,Adieu Cayenne,1993,Short,81500,174234,591087,
6398,Adieu la vie,1986,Crime-Thriller,21530,34064,37801,
6407,Adieu pays,2003,Western,65084,49716,65816,
6414,Adieu mon ami,1996,Drama,86116,136395,199541,
6415,Adieu plancher des vaches!,1999,Comedy-Drama,36712,9861,10495,
6417,Adik manja,1980,Comedy,31740,5107,534879,
6434,Adio Kerida,2002,Documentary,5804,549208,753451,
6434,Adio Kerida,2002,Documentary,47344,549208,753451,
6448,Adis,1996,Drama,32442,331070,333310,
6454,Aditya 369,1991,Adventure-Comedy-Family-Sci-Fi,73859,10912,54740,
6459,Adiyozhukkukal,1984,Drama,70318,23266,41653,
6460,Adis a Steve McQueen Un,1981,Documentary-Short,67900,313483,773297,
6468,Adis con el corazn,2000,Comedy-Drama,27361,6082,12891,
6474,Adis Lagunilla adis,1984,Comedy-Drama,12111,220615,221801,
6475,Adis mam,1997,Short,29653,173874,329551,
6478,Adis Naboelk,1995,Short,69763,138745,535165,
6481,Adis pequea,1986,Thriller,81311,27524,27596,
6483,Adis querida luna,2002,Drama-Sci-Fi,75418,154900,176545,
6486,Adis Toby adis,1995,Comedy-Short,4679,3864,13276,
6487,Adis abuelo,1996,Drama-Musical,82796,31843,167957,
6491,Adis Eva te quiero,1999,Short,33859,214802,230455,
6497,Adis Roberto,1985,Drama,18250,9176,16931,
6500,Adis tiburn,1996,Comedy,77304,6969,77289,
6501,Adj kirly katont,1982,Drama,23097,50850,122064,
6503,Adjuster The,1991,Drama,22370,41168,82733,
6507,Adjustments,2001,Drama,64772,131109,419844,
6512,Adj solidaritet,1985,Drama,82405,68,15748,
6512,Adj solidaritet,1985,Drama,84058,68,15748,
6557,Admit One,1999,Short,28587,3191,173520,
6562,Adolescencia,1983,Comedy-Drama,47792,6969,8864,
6581,Adolf Eichmann - Begegnungen mit einem Mrder,2003,Documentary,28968,3935,22316,
6591,Adolphe,2002,Drama,37309,17117,25497,
6596,Adon Leon,1982,Comedy,66197,25902,36256,
6607,Adopting Change,2004,Drama-Short,62746,231017,311551,
6609,Adoption L',2004,Drama,49640,115254,611508,
6617,Adorable familia Una,1987,Drama,17301,368073,535242,
6618,Adorable femme des neiges L',2003,Comedy,82619,71025,71903,
6625,Adorable sinverguenza Un,1983,Comedy-Drama,74868,1008,29716,
6626,Adorables criminales,1987,Action-Crime-Thriller,64575,113459,189974,
6629,Adorables mentiras,1992,Comedy,14106,9541,71772,
6633,Adoration,1996,Drama-Short,74643,305517,541665,
6635,Adorenarin doraibu,1999,Comedy,86955,12162,305536,
6639,Adoro tu vmito,2001,Comedy-Short,54942,165145,584408,
6642,Adosados,1996,Drama,11822,6078,12430,
6649,Adrenalin (1996/I),1996,Thriller,59854,205470,301836,
6651,Adrenalin: Fear the Rush,1996,Action-Sci-Fi,64293,110152,115486,
6654,Adrenaline,2003,Crime-Drama-Romance,65967,127450,150379,
6655,Adrenaline Rush: The Science of Risk,2002,Documentary-Short,23608,61698,120469,
6663,Adriaans plaag,2001,Drama,21233,289744,510123,
6665,Adrian,1998,Short,84799,78418,293671,
6666,Adrian und der Wolf,2000,Short,45126,225146,820718,
6670,Adriana,1988,Drama-Short,29024,494366,527881,
6676,Adriana Lecouvreur,1989,Drama-Music,44567,76879,120917,
6681,Adrienne Clarkson Presents: A Tribute to Peppiatt & Aylesworth: Canada's First Television Comedy Tea,1996,Comedy-Documentary,11754,21423,70533,
6688,Adrift,1993,Thriller,21532,8513,12826,
6697,Adrnaline,1990,Horror,3201,4536,30330,
6697,Adrnaline,1990,Horror,8325,4536,30330,
6697,Adrnaline,1990,Horror,20845,4536,30330,
6697,Adrnaline,1990,Horror,35778,4536,30330,
6697,Adrnaline,1990,Horror,49063,4536,30330,
6697,Adrnaline,1990,Horror,62726,4536,30330,
6697,Adrnaline,1990,Horror,66976,4536,30330,
6741,Adulterio me da risa El,1991,Comedy,12867,49690,77733,
6742,Adulterio nacional,1981,Comedy,44544,30943,70118,
6748,Adultery (Aida Macaraeg Case No. 7892),1984,Drama,9832,89931,140001,
6754,Adultre mode d'emploi,1995,Comedy-Drama-Romance,60950,1086,1125,
6773,Advanced Guard The,1998,Sci-Fi,27891,10419,20918,
6775,Advanced Warriors,2003,Action-Adventure-Fantasy-Sci-Fi,21946,63487,66667,
6778,Advantage Hart,2003,Comedy-Short,71954,198855,210236,
6793,Adventure,1981,Adventure-Short,38120,103913,128718,
6864,Adventures in Animation 3D,2004,Short,43786,1810,29179,
6865,Adventures in Babysitting,1987,Adventure-Comedy,15491,182,43837,
6866,Adventures in Babysitting,1989,Comedy-Short,88617,142557,174131,
6868,Adventures in Dinosaur City,1992,Adventure-Family-Fantasy,79141,11893,18243,
6888,Adventures in Space and Time,1999,Short,83637,1636,24108,
6894,Adventures in Wild California,2000,Documentary-Short,48877,88058,123605,
6895,Adventures Into Digital Comics,2004,Documentary,21577,27079,67870,
6912,Adventures of a Two-Minute Werewolf The,1985,Family,16988,42209,231671,
6916,Adventures of Agent Emes The,2003,Adventure-Comedy-Family-Mystery-Short,15157,90716,90951,
6925,Adventures of Baron Munchausen The,1988,Adventure-Comedy-Family-Fantasy,28582,2696,22842,
6931,Adventures of Black Feather The,1995,Adventure,42973,32677,834720,
6932,Adventures of Bob & Doug McKenzie: Strange Brew The,1983,Comedy,55211,26034,32871,
6932,Adventures of Bob & Doug McKenzie: Strange Brew The,1983,Comedy,79050,26034,32871,
6936,Adventures of Buckaroo Banzai Across the 8th Dimension The,1984,Adventure-Comedy-Romance-Sci-Fi,66565,18622,26349,
6949,Adventures of Captain Zoom in Outer Space The,1995,Comedy-Sci-Fi,78346,2236,40204,
6955,Adventures of Cinderella's Daughter The,2000,Family,87819,265182,272319,
6987,Adventures of Dynamo Duck The,1990,Family,20876,134650,294925,
6988,Adventures of El Frenetico and Go Girl The,1993,Action-Comedy,7475,43862,47510,
6989,Adventures of Elmo in Grouchland The,1999,Comedy-Family,32077,8423,29157,
6994,Adventures of Ford Fairlane The,1990,Action-Comedy,32573,17228,52913,
7006,Adventures of Huck Finn The,1993,Adventure-Drama-Family,74978,6251,11136,
7007,Adventures of Huckleberry Finn,1985,Adventure-Family,36010,2576,52985,
7011,Adventures of Huckleberry Finn The,1981,Adventure,34676,17120,43791,
7018,Adventures of Jimmy Cliche The,1995,Action-Short,1494,9083,9084,
7020,Adventures of Johnny the Argyle Sock The,2002,Adventure-Comedy-Fantasy-Short,84976,34658,143261,
7037,Adventures of Mark Twain The,1986,Animation-Family,83023,258458,331632,
7039,Adventures of Mary-Kate & Ashley: The Case of the Christmas Caper The,1995,Short,43017,172739,176466,
7040,Adventures of Mary-Kate & Ashley: The Case of the Fun House Mystery The,1995,Short,43017,49674,81366,
7041,Adventures of Mary-Kate & Ashley: The Case of the Hotel Who-Done-It The,1996,Short,43017,742894,742944,
7042,Adventures of Mary-Kate & Ashley: The Case of the Logical i Ranch The,1994,Short,43017,31246,119183,
7043,Adventures of Mary-Kate & Ashley: The Case of the Mystery Cruise The,1995,Short,36912,332441,354601,
7044,Adventures of Mary-Kate & Ashley: The Case of the Sea World Adventure The,1995,Short,36912,332441,735419,
7046,Adventures of Mary-Kate & Ashley: The Case of the U.S. Space Camp Mission The,1996,Short,43017,32779,182537,
7047,Adventures of Mary-Kate & Ashley: The Case of the United States Navy Adventure The,1997,Short,43017,742894,742944,
7048,Adventures of Mary-Kate & Ashley: The Case of the Volcano Mystery The,1997,Short,43017,742894,742944,
7049,Adventures of Mary-Kate & Ashley: The Case of Thorn Mansion The,1994,Short,43017,57793,686467,
7065,Adventures of Nellie Bly The,1981,Drama,70784,29579,39553,
7066,Adventures of Nicholas at Roaring Camp,1996,Adventure-Animation-Family,58149,303490,326567,
7069,Adventures of Ociee Nash The,2002,Drama-Family,52171,55631,64778,
7086,Adventures of Pinocchio The,1996,Adventure-Family-Fantasy,4978,20883,29377,
7088,Adventures of Pluto Nash The,2002,Action-Comedy-Sci-Fi,81214,25002,43905,
7089,Adventures of Pollyanna The,1982,Family,18283,92322,194736,
7091,Adventures of Priscilla Queen of the Desert The,1994,Comedy-Drama-Musical,22710,29206,53377,
7093,Adventures of Ragtime The,1998,Comedy,34499,13906,13926,
7099,Adventures of Rocky & Bullwinkle The,2000,Adventure-Animation-Comedy-Fantasy,51820,6762,8960,
7103,Adventures of Sebastian Cole The,1998,Comedy-Drama,85790,90213,184237,
7105,Adventures of Shark Boy and Lava Girl The,2005,Family,67419,53441,268710,
7112,Adventures of Smoke Bellew,1995,Adventure,73655,23102,51847,
7127,Adventures of the American Rabbit The,1986,Animation-Family-Fantasy,58057,15341,157380,
7127,Adventures of the American Rabbit The,1986,Animation-Family-Fantasy,86258,15341,157380,
7142,Adventures of Tilly von Broeckhuijse The,1996,Comedy,81963,112630,143178,
7155,Adventures of Tom Thumb and Thumbelina The,2002,Animation-Family-Musical,13262,53426,84363,
7164,Adventures of Young Indiana Jones: Adventures in the Secret Service The,1999,Adventure,2859,1763,76734,
7164,Adventures of Young Indiana Jones: Adventures in the Secret Service The,1999,Adventure,85970,1763,76734,
7165,Adventures of Young Indiana Jones: Daredevils of the Desert The,1992,Adventure,85970,19228,24108,
7166,Adventures of Young Indiana Jones: Masks of Evil The,1999,Adventure-Horror,48752,151509,152755,
7166,Adventures of Young Indiana Jones: Masks of Evil The,1999,Adventure-Horror,57597,151509,152755,
7167,Adventures of Young Indiana Jones: Oganga the Giver and Taker of Life The,1999,Adventure-War,85970,92022,98824,
7168,Adventures of Young Indiana Jones: Spring Break Adventure The,1999,Adventure,38332,98824,152755,
7168,Adventures of Young Indiana Jones: Spring Break Adventure The,1999,Adventure,71394,98824,152755,
7169,Adventures of Young Indiana Jones: Tales of Innocence The,1999,Adventure-Romance,3389,152755,192278,
7169,Adventures of Young Indiana Jones: Tales of Innocence The,1999,Adventure-Romance,71401,152755,192278,
7171,Adventures of Young Indiana Jones: The Trenches of Hell The,1999,Adventure-War,85970,36740,98824,
7173,Adventures of Young Van Helsing: The Lost Scepter The,2004,Action-Adventure-Horror,77099,3017,7862,
7184,Adversaire L',2002,Drama,27293,1125,20633,
7195,Advice and Dissent,2002,Comedy-Short,15157,93296,361293,
7196,Advice From a Caterpillar,1999,Comedy-Drama-Romance,70614,56313,121798,
7199,Advice to the Lovelorn,1981,Drama,23720,3599,16917,
7204,Advocaat van de Hanen,1996,Drama,22782,15853,42426,
7206,Advocat: Alibi dlya korolevy,2004,Crime-Drama,24684,19064,27774,
7207,Advocat: Boy bez pravil,2004,Crime-Drama,61289,445984,737997,
7208,Advocat: Delo prostykh ludei,2004,Crime,74806,445984,737997,
7209,Advocat: Longlife,2004,Crime-Drama,49522,445984,737997,
7210,Advocat: Pobeg,2004,Crime,61289,445984,737997,
7211,Advocat: Priznanie,2004,Crime-Drama,61289,445984,737997,
7212,Advocate's Devil The,1997,Crime-Drama,7823,30437,56063,
7216,Advokater p kant med loven?,2001,Documentary,82961,184230,287198,
7231,Adgio ao Sol,1996,Drama,18721,40440,286749,
7232,Adn sin Eva,1994,Short,9633,178272,485831,
7236,Ado e Eva,1995,Drama,45835,86981,89818,
7246,Ads,1997,Comedy,69531,93364,416024,
7246,Ads,1997,Comedy,87700,93364,416024,
7266,Aelan,1989,Action-Crime,45466,278788,676433,
7270,Aelita ne pristavaj k muzhchinam!,1988,Comedy-Romance,57092,163297,260965,
7276,Aema buin 4,1990,Drama,72200,271641,669076,
7277,Aema buin 5,1991,Drama,72200,85091,520912,
7278,Aema buin 6,1992,Drama,72200,669076,795915,
7280,Aema buin 8,1993,Drama,72200,346481,775552,
7282,Aemawa baeksu geondal,1995,Drama,41097,22871,747771,
7283,Aemawa Byeon Kang-soe,1995,Fantasy,41097,194961,292139,
7284,Aengmusae momeulo uleotda,1981,Drama,37888,85184,219557,
7285,Aenigma,1987,Horror,26583,1555,44201,
7286,Aenigma est,1990,Documentary,51608,306584,306585,
7288,Aeon Flux,2005,Action-Adventure-Drama-Sci-Fi-Thriller,43457,102313,321631,
7307,Aero-Troopers: The Nemeclous Crusade,2003,Adventure-Animation,37082,194181,197379,
7329,Aeroport so sluzhebnogo vkhoda,1986,Drama,87169,36034,82934,
7341,Aerosmith: Big Ones You Can Look at,1994,Documentary-Music,11548,126653,162232,
7341,Aerosmith: Big Ones You Can Look at,1994,Documentary-Music,24758,126653,162232,
7361,Aetbaar,2004,Drama-Musical-Romance,7098,1118,9171,
7363,Aethiree,2004,Comedy,65468,47062,165297,
7375,Afanti,1980,Drama,86879,290,481543,
7376,Afanti er shi,1991,Romance,87222,4360,482761,
7378,Afarsek,2003,Drama,58464,1416,250448,
7382,Afdaling De,2000,Drama-Short,61614,443136,744880,
7388,Aferisty,1990,Comedy,73098,18092,47235,
7394,Affair in Mind An,1988,Crime-Drama-Mystery,48236,56587,90140,
7408,Affair of the Necklace The,2001,Drama,73362,24424,55425,
7412,Affair play,1995,Romance-Thriller,40586,9000,178958,
7419,Affair The (1995/I),1995,Romance,71873,33044,48353,
7420,Affair The (1995/II),1995,Drama,78475,96560,107793,
7422,Affair The,2002,Action-Drama-Short-Thriller,6150,94925,231618,
7423,Affair The,2004,Drama,15478,46072,59268,
7428,Affaire Caillaux L',1985,Crime-Drama,2176,27682,52089,
7435,Affaire de Hauterive L',1991,Crime,82953,301128,367801,
7446,Affaire Dreyfus L',1995,Drama,8217,10122,15324,
7452,Affaire Dubois L',2004,Documentary,12929,129888,491383,
7452,Affaire Dubois L',2004,Documentary,46216,129888,491383,
7453,Affaire Dubuffet L',1997,Documentary-Short,19623,15708,119125,
7459,Affaire Libinski,2001,Drama-Short,37596,2042,15351,
7459,Affaire Libinski,2001,Drama-Short,43830,2042,15351,
7462,Affaire Marcorelle L',2000,Fantasy-Thriller,45181,9861,15351,
7464,Affaire Martial L',2003,Drama,36463,3116,3250,
7467,Affaire Nachtfrost,1988,Drama-Thriller,68316,55712,147515,
7472,Affaire Salengro L',1992,Drama,18563,5479,128994,
7477,Affaire L',1994,Drama,28987,1107,102471,
7489,Affairs of God The,2004,Comedy-Short,45479,264169,294202,
7500,Affairs of the Heart,1992,Drama,70391,9129,38415,
7508,Affe Gottes Der,1992,Drama,26429,57453,225148,
7509,Affected Turtleneck Trio The,2001,Comedy-Short,53949,89344,274883,
7510,Affection,2002,Drama-Horror-Short,31340,200402,516963,
7517,Affedimeyenler,1980,Adventure,36607,53888,79692,
7518,Affekt,1980,Drama-Short,72224,172086,705443,
7519,Affengeil,1990,Documentary,83369,426327,426815,
7526,Affetti speciali,1989,Comedy,23830,9749,145322,
7531,Affidavit The,2003,Sci-Fi,62555,19434,91315,
7539,Affinit elettive Le,1996,Drama,78442,13214,37720,
7539,Affinit elettive Le,1996,Drama,78443,13214,37720,
7543,Affittasi appartamento,2002,Short,10335,61611,72522,
7543,Affittasi appartamento,2002,Short,77209,61611,72522,
7544,Affliction,1996,Documentary,33586,8387,121489,
7545,Affliction,1997,Drama,71296,2488,8441,
7555,Affre zu dritt,2003,Crime-Drama-Romance,9875,50109,166947,
7556,Affren,1994,Comedy,9634,64465,210310,
7562,Afganets-2,1994,Action,51763,183105,307609,
7563,Afganistan - The last war bus (L'ultimo bus di guerra),1989,Action,14653,124112,184414,
7564,Afganskij izlom,1990,War,8680,50664,187976,
7574,Afghanistan: Collateral Damage,2003,Documentary-War,45124,457161,775237,
7574,Afghanistan: Collateral Damage,2003,Documentary-War,82380,457161,775237,
7576,Afghanistan: Land in Crisis,2002,Documentary-Short,58103,19335,53847,
7578,Afgrund af frihed En,1989,Drama,23368,15894,47472,
7580,Afgrunden,2003,Drama,37867,18593,38328,
7582,AFI Life Achievement Award: A Tribute to Tom Hanks,2002,Documentary,35406,8251,109820,
7583,AFI's 100 Years 100 Laughs: America's Funniest Movies,2000,Documentary,74462,8251,39146,
7584,AFI's 100 Years 100 Thrills: America's Most Heart-Pounding Movies,2001,Documentary,74462,3225,50569,
7585,AFI's 100 Years... 100 Heroes & Villains,2003,Documentary,74462,39935,85697,
7586,AFI's 100 Years... 100 Movies,1998,Documentary,74461,8286,59199,
7587,AFI's 100 Years... 100 Movies: In Search of,1998,Documentary,59651,8286,207002,
7589,AFI's 100 Years... 100 Movies: The Antiheroes,1998,Documentary,20683,8286,134453,
7591,AFI's 100 Years... 100 Songs,2004,Documentary-Music,74461,4372,13380,
7592,AFI's 100 Years... 100 Stars,1999,Documentary,74462,22591,25002,
7594,Afilando el destino,2002,Short,4876,18893,635729,
7594,Afilando el destino,2002,Short,71152,18893,635729,
7599,Afinskiye vechera,1999,Comedy,28812,132535,435035,
7607,Aflatoon,1997,Action-Crime-Drama,19923,10895,234457,
7608,Afmagt,1998,Drama-Thriller,71060,128378,337149,
7615,Afraid of Everything,2004,Drama,4728,20290,42503,
7618,Afraid of the Dark,1991,Drama-Horror-Mystery-Thriller,61641,53509,122930,
7619,Afraid to Dance,1988,Crime-Romance,45007,90231,128554,
7655,Africain L',1983,Adventure-Comedy,9817,14860,25583,
7656,Africaine L',1988,Drama-Music,44567,11675,116986,
7661,African Dream An,1987,Drama,74332,75174,88411,
7669,African Journey,1989,Family,7919,46104,233905,
7670,African Journey,1990,Family,7919,46104,233905,
7675,African Love Story An,1996,Documentary,10148,101241,589196,
7681,African Timber,1989,Thriller,9751,9801,9840,
7684,African-American Idol: The Search for the Next Black Leader,2003,Comedy-Short,65897,53004,88026,
7686,Africana L',1990,Drama,83399,42169,118895,
7694,Afrika,2002,Action-Drama,73136,460444,666382,
7697,Afrika i Aalborg,2002,Documentary,41849,529585,732854,
7709,Afrique je te plumerai,1993,Documentary,81010,187834,322854,
7718,Afro Deutsch,2002,Short,3571,40686,41006,
7758,Afrodita el jardn de los perfumes,1998,Drama,17254,105422,106171,
7759,Afrodita el sabor del amor,2002,Drama,74828,586700,721165,
7768,Afsana Pyaar Ka,1991,Romance,72501,33989,225769,
7769,Afsane-ye-ah,1991,Drama,53693,8611,530629,
7770,Afsaneh-e eshgh,2000,Drama,52710,329098,360773,
7781,Afsporet,2000,Drama-Short,38146,18255,61937,
7784,Afta,2000,Drama-Short,56066,53908,202807,
7791,Aftenland,2003,Drama-Short,57866,106855,139464,
7794,After,1990,Drama,25735,158045,392028,
7795,After,1997,Short,66216,64991,64992,
7796,After,2001,Short,44099,70280,103381,
7799,After 68,1993,Short,10735,301338,311007,
7806,After Alice,1999,Crime-Drama-Mystery-Thriller,50241,4696,6291,
7809,After Amy,2001,Drama,85011,2488,13969,
7810,After an Autumn Day That Felt Like Summer,2003,Drama-Short,24101,77773,252502,
7811,After April,2001,Drama,23416,12139,57334,
7823,After Dark My Sweet,1990,Crime-Drama-Mystery,25328,52928,66861,
7825,After Darkness,1985,Drama,31022,179997,203183,
7825,After Darkness,1985,Drama,59854,179997,203183,
7826,After Death,1988,Horror,25789,117376,163574,
7827,After Diff'rent Strokes: When the Laughter Stopped,2000,Drama,31837,57379,57424,
7829,After Dusk,1991,Short,42557,152225,152805,
7834,After George,1983,Comedy-Short,18278,11893,59163,
7835,After Grad with Dad,1980,Short,22370,421129,475183,
7841,After Hours,1984,Drama-Short,11778,343527,393906,
7842,After Hours,1985,Comedy-Thriller,71645,14854,16011,
7846,After Hours Happy Hour,1999,Drama,54498,63610,67696,
7847,After Image,2001,Thriller,49869,64282,76575,
7848,After Jimmy,1996,Drama,38557,43517,70581,
7853,After Love,2003,Drama-Short,85818,33780,830180,
7863,After Marcuse,1988,Drama,67206,243861,291713,
7868,After Midnight,1989,Horror,85186,63938,94555,
7868,After Midnight,1989,Horror,85187,63938,94555,
7874,After Miss Julie,1995,Drama,50118,107755,567148,
7878,After One Cigarette,1999,Drama-Short,76579,84526,102404,
7879,After Party,2002,Drama,48278,67697,97050,
7879,After Party,2002,Drama,66744,67697,97050,
7882,After Romeo,1999,Drama,1492,9070,20918,
7882,After Romeo,1999,Drama,27870,9070,20918,
7884,After School,1989,Drama,59389,40923,43264,
7885,After School,2003,Crime,88294,277772,355072,
7889,After School Special The,2000,Comedy,86327,2798,20188,
7890,After Sex,2000,Comedy-Drama-Romance,79256,41993,74042,
7891,After Shock (1996/I),1996,Short,50301,26797,62846,
7895,After Stonewall,1999,Documentary,70584,157992,201091,
7896,After Sunset: The Life & Times of the Drive-In Theater,1995,Documentary,8232,16386,37367,
7898,After the Afterhour,2002,Documentary,75020,447057,464979,
7899,After the Apocalypse,2004,Drama-Sci-Fi,56855,275013,285380,
7900,After the Axe,1982,Documentary-Drama,31226,30167,127487,
7933,After the Harvest,2001,Drama,62989,137705,252905,
7942,After the Past,2004,Drama,387,2163,165959,
7944,After the Promise,1987,Drama,30378,10363,39332,
7952,After the Shock,1990,Drama,72985,1737,23562,
7959,After the Storm,2001,Crime-Thriller,24290,18946,37844,
7960,After the Sunset,2004,Action-Adventure-Comedy,65403,21996,52978,
7972,After Upstairs Downstairs,2002,Documentary,75333,218241,243499,
7978,After-School Special,2004,Comedy-Short,4073,24032,40668,
7979,Afterburn,1992,Drama,50476,2691,11489,
